Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
1	Spectrogram 1	1	161.4	163.4	50.0	350.0	2009/03/28	0	0.8942007422447205	2009-03-28 00:02:41.400	0.5
2	Spectrogram 1	1	173.3	175.3	50.0	350.0	2009/03/28	0	0.8908153772354126	2009-03-28 00:02:53.300	0.5
3	Spectrogram 1	1	183.4	185.4	50.0	350.0	2009/03/28	0	0.5863151550292969	2009-03-28 00:03:03.400	0.5
4	Spectrogram 1	1	244.6	246.6	50.0	350.0	2009/03/28	0	0.9555900692939758	2009-03-28 00:04:04.600	0.5
5	Spectrogram 1	1	353.6	355.6	50.0	350.0	2009/03/28	0	0.8693517446517944	2009-03-28 00:05:53.600	0.5
6	Spectrogram 1	1	448.2	450.2	50.0	350.0	2009/03/28	0	0.9696533679962158	2009-03-28 00:07:28.200	0.5
7	Spectrogram 1	1	533.7	535.7	50.0	350.0	2009/03/28	0	0.7152122259140015	2009-03-28 00:08:53.700	0.5
8	Spectrogram 1	1	570.8	572.8	50.0	350.0	2009/03/28	0	0.5515336394309998	2009-03-28 00:09:30.800	0.5
9	Spectrogram 1	1	641.4	643.4	50.0	350.0	2009/03/28	0	0.6261907815933228	2009-03-28 00:10:41.400	0.5
10	Spectrogram 1	1	646.2	648.2	50.0	350.0	2009/03/28	0	0.9279366731643677	2009-03-28 00:10:46.200	0.5
11	Spectrogram 1	1	651.7	653.7	50.0	350.0	2009/03/28	0	0.8951255083084106	2009-03-28 00:10:51.700	0.5
12	Spectrogram 1	1	663.3	665.3	50.0	350.0	2009/03/28	0	0.80526202917099	2009-03-28 00:11:03.300	0.5
13	Spectrogram 1	1	667.7	669.7	50.0	350.0	2009/03/28	0	0.5010724663734436	2009-03-28 00:11:07.700	0.5
14	Spectrogram 1	1	714.0	716.0	50.0	350.0	2009/03/28	0	0.8622121810913086	2009-03-28 00:11:54.000	0.5
15	Spectrogram 1	1	894.3	896.3	50.0	350.0	2009/03/28	0	0.811278760433197	2009-03-28 00:14:54.300	0.5
16	Spectrogram 1	1	899.5	901.5	50.0	350.0	2009/03/28	0	0.5804847478866577	2009-03-28 00:14:59.500	0.5
17	Spectrogram 1	1	1074.5	1076.5	50.0	350.0	2009/03/28	0	0.8994077444076538	2009-03-28 00:17:54.500	0.5
18	Spectrogram 1	1	1254.7	1256.7	50.0	350.0	2009/03/28	0	0.8735809922218323	2009-03-28 00:20:54.700	0.5
19	Spectrogram 1	1	1434.9	1436.9	50.0	350.0	2009/03/28	0	0.8670425415039062	2009-03-28 00:23:54.900	0.5
20	Spectrogram 1	1	1533.8	1535.8	50.0	350.0	2009/03/28	0	0.9771229028701782	2009-03-28 00:25:33.800	0.5
21	Spectrogram 1	1	1615.1	1617.1	50.0	350.0	2009/03/28	0	0.5037874579429626	2009-03-28 00:26:55.100	0.5
