Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
1	Spectrogram 1	1	21.1	23.1	50.0	350.0	2009/03/31	0	0.9283037185668945	2009-03-31 00:00:21.100	0.5
2	Spectrogram 1	1	58.9	60.9	50.0	350.0	2009/03/31	0	0.661201536655426	2009-03-31 00:00:58.900	0.5
3	Spectrogram 1	1	75.2	77.2	50.0	350.0	2009/03/31	0	0.9749698042869568	2009-03-31 00:01:15.200	0.5
4	Spectrogram 1	1	108.5	110.5	50.0	350.0	2009/03/31	0	0.7753288745880127	2009-03-31 00:01:48.500	0.5
5	Spectrogram 1	1	119.1	121.1	50.0	350.0	2009/03/31	0	0.8015375733375549	2009-03-31 00:01:59.100	0.5
6	Spectrogram 1	1	137.8	139.8	50.0	350.0	2009/03/31	0	0.7517498731613159	2009-03-31 00:02:17.800	0.5
7	Spectrogram 1	1	140.3	142.3	50.0	350.0	2009/03/31	0	0.7936950922012329	2009-03-31 00:02:20.300	0.5
8	Spectrogram 1	1	154.8	156.8	50.0	350.0	2009/03/31	0	0.7409669160842896	2009-03-31 00:02:34.800	0.5
9	Spectrogram 1	1	158.1	160.1	50.0	350.0	2009/03/31	0	0.988900899887085	2009-03-31 00:02:38.100	0.5
10	Spectrogram 1	1	161.1	163.1	50.0	350.0	2009/03/31	0	0.980544924736023	2009-03-31 00:02:41.100	0.5
11	Spectrogram 1	1	246.5	248.5	50.0	350.0	2009/03/31	0	0.6428434252738953	2009-03-31 00:04:06.500	0.5
12	Spectrogram 1	1	281.9	283.9	50.0	350.0	2009/03/31	0	0.8656138181686401	2009-03-31 00:04:41.900	0.5
13	Spectrogram 1	1	286.9	288.9	50.0	350.0	2009/03/31	0	0.9935312867164612	2009-03-31 00:04:46.900	0.5
14	Spectrogram 1	1	290.7	292.7	50.0	350.0	2009/03/31	0	0.5579595565795898	2009-03-31 00:04:50.700	0.5
15	Spectrogram 1	1	322.3	324.3	50.0	350.0	2009/03/31	0	0.6113429069519043	2009-03-31 00:05:22.300	0.5
16	Spectrogram 1	1	325.4	327.4	50.0	350.0	2009/03/31	0	0.950872004032135	2009-03-31 00:05:25.400	0.5
17	Spectrogram 1	1	331.3	333.3	50.0	350.0	2009/03/31	0	0.9904236197471619	2009-03-31 00:05:31.300	0.5
18	Spectrogram 1	1	335.9	337.9	50.0	350.0	2009/03/31	0	0.9691624641418457	2009-03-31 00:05:35.900	0.5
19	Spectrogram 1	1	348.5	350.5	50.0	350.0	2009/03/31	0	0.9837329983711243	2009-03-31 00:05:48.500	0.5
20	Spectrogram 1	1	359.8	361.8	50.0	350.0	2009/03/31	0	0.9745250344276428	2009-03-31 00:05:59.800	0.5
21	Spectrogram 1	1	378.4	380.4	50.0	350.0	2009/03/31	0	0.9819761514663696	2009-03-31 00:06:18.400	0.5
22	Spectrogram 1	1	448.4	450.4	50.0	350.0	2009/03/31	0	0.5879448056221008	2009-03-31 00:07:28.400	0.5
23	Spectrogram 1	1	510.7	512.7	50.0	350.0	2009/03/31	0	0.6950875520706177	2009-03-31 00:08:30.700	0.5
24	Spectrogram 1	1	558.1	560.1	50.0	350.0	2009/03/31	0	0.9969513416290283	2009-03-31 00:09:18.100	0.5
25	Spectrogram 1	1	569.9	571.9	50.0	350.0	2009/03/31	0	0.7403155565261841	2009-03-31 00:09:29.900	0.5
26	Spectrogram 1	1	599.4	601.4	50.0	350.0	2009/03/31	0	0.8551743626594543	2009-03-31 00:09:59.400	0.5
27	Spectrogram 1	1	624.9	626.9	50.0	350.0	2009/03/31	0	0.8341582417488098	2009-03-31 00:10:24.900	0.5
28	Spectrogram 1	1	845.3	847.3	50.0	350.0	2009/03/31	0	0.6064026951789856	2009-03-31 00:14:05.300	0.5
29	Spectrogram 1	1	863.1	865.1	50.0	350.0	2009/03/31	0	0.6118400692939758	2009-03-31 00:14:23.100	0.5
30	Spectrogram 1	1	889.5	891.5	50.0	350.0	2009/03/31	0	0.9434072971343994	2009-03-31 00:14:49.500	0.5
31	Spectrogram 1	1	998.5	1000.5	50.0	350.0	2009/03/31	0	0.9952493906021118	2009-03-31 00:16:38.500	0.5
32	Spectrogram 1	1	1033.2	1035.2	50.0	350.0	2009/03/31	0	0.7961039543151855	2009-03-31 00:17:13.200	0.5
33	Spectrogram 1	1	1104.7	1106.7	50.0	350.0	2009/03/31	0	0.7857534289360046	2009-03-31 00:18:24.700	0.5
34	Spectrogram 1	1	1111.1	1113.1	50.0	350.0	2009/03/31	0	0.9101665019989014	2009-03-31 00:18:31.100	0.5
35	Spectrogram 1	1	1198.9	1200.9	50.0	350.0	2009/03/31	0	0.7732011079788208	2009-03-31 00:19:58.900	0.5
36	Spectrogram 1	1	1255.6	1257.6	50.0	350.0	2009/03/31	0	0.9619823098182678	2009-03-31 00:20:55.600	0.5
37	Spectrogram 1	1	1385.5	1387.5	50.0	350.0	2009/03/31	0	0.9071203470230103	2009-03-31 00:23:05.500	0.5
38	Spectrogram 1	1	1901.8	1903.8	50.0	350.0	2009/03/31	0	0.5260708332061768	2009-03-31 00:31:41.800	0.5
39	Spectrogram 1	1	2029.5	2031.5	50.0	350.0	2009/03/31	0	0.7395180463790894	2009-03-31 00:33:49.500	0.5
40	Spectrogram 1	1	3237.0	3239.0	50.0	350.0	2009/03/31	0	0.8997474312782288	2009-03-31 00:53:57.000	0.5
41	Spectrogram 1	1	3267.3	3269.3	50.0	350.0	2009/03/31	0	0.6284745335578918	2009-03-31 00:54:27.300	0.5
42	Spectrogram 1	1	3311.7	3313.7	50.0	350.0	2009/03/31	0	0.822641134262085	2009-03-31 00:55:11.700	0.5
43	Spectrogram 1	1	3445.3	3447.3	50.0	350.0	2009/03/31	0	0.666469931602478	2009-03-31 00:57:25.300	0.5
44	Spectrogram 1	1	3529.2	3531.2	50.0	350.0	2009/03/31	0	0.5981335639953613	2009-03-31 00:58:49.200	0.5
45	Spectrogram 1	1	3540.9	3542.9	50.0	350.0	2009/03/31	0	0.7169036269187927	2009-03-31 00:59:00.900	0.5
46	Spectrogram 1	1	3619.5	3621.5	50.0	350.0	2009/03/31	1	0.9101451635360718	2009-03-31 01:00:19.500	0.5
47	Spectrogram 1	1	3658.8	3660.8	50.0	350.0	2009/03/31	1	0.7427310943603516	2009-03-31 01:00:58.800	0.5
48	Spectrogram 1	1	3825.0	3827.0	50.0	350.0	2009/03/31	1	0.7425139546394348	2009-03-31 01:03:45.000	0.5
49	Spectrogram 1	1	3833.5	3835.5	50.0	350.0	2009/03/31	1	0.543704092502594	2009-03-31 01:03:53.500	0.5
50	Spectrogram 1	1	3925.9	3927.9	50.0	350.0	2009/03/31	1	0.7686645984649658	2009-03-31 01:05:25.900	0.5
51	Spectrogram 1	1	3938.6	3940.6	50.0	350.0	2009/03/31	1	0.5189136266708374	2009-03-31 01:05:38.600	0.5
52	Spectrogram 1	1	4071.7	4073.7	50.0	350.0	2009/03/31	1	0.9123575687408447	2009-03-31 01:07:51.700	0.5
53	Spectrogram 1	1	4360.5	4362.5	50.0	350.0	2009/03/31	1	0.9705605506896973	2009-03-31 01:12:40.500	0.5
54	Spectrogram 1	1	4421.7	4423.7	50.0	350.0	2009/03/31	1	0.9778283834457397	2009-03-31 01:13:41.700	0.5
55	Spectrogram 1	1	4476.1	4478.1	50.0	350.0	2009/03/31	1	0.8960473537445068	2009-03-31 01:14:36.100	0.5
56	Spectrogram 1	1	4656.7	4658.7	50.0	350.0	2009/03/31	1	0.6513649225234985	2009-03-31 01:17:36.700	0.5
57	Spectrogram 1	1	4676.4	4678.4	50.0	350.0	2009/03/31	1	0.5126067399978638	2009-03-31 01:17:56.400	0.5
58	Spectrogram 1	1	4817.3	4819.3	50.0	350.0	2009/03/31	1	0.5844573974609375	2009-03-31 01:20:17.300	0.5
59	Spectrogram 1	1	4894.0	4896.0	50.0	350.0	2009/03/31	1	0.5164904594421387	2009-03-31 01:21:34.000	0.5
60	Spectrogram 1	1	5128.4	5130.4	50.0	350.0	2009/03/31	1	0.9844163060188293	2009-03-31 01:25:28.400	0.5
61	Spectrogram 1	1	5316.9	5318.9	50.0	350.0	2009/03/31	1	0.7235681414604187	2009-03-31 01:28:36.900	0.5
62	Spectrogram 1	1	5351.3	5353.3	50.0	350.0	2009/03/31	1	0.5737459063529968	2009-03-31 01:29:11.300	0.5
63	Spectrogram 1	1	5520.5	5522.5	50.0	350.0	2009/03/31	1	0.522213339805603	2009-03-31 01:32:00.500	0.5
64	Spectrogram 1	1	5589.1	5591.1	50.0	350.0	2009/03/31	1	0.5832877159118652	2009-03-31 01:33:09.100	0.5
65	Spectrogram 1	1	5765.9	5767.9	50.0	350.0	2009/03/31	1	0.7432392835617065	2009-03-31 01:36:05.900	0.5
66	Spectrogram 1	1	5780.5	5782.5	50.0	350.0	2009/03/31	1	0.5085307955741882	2009-03-31 01:36:20.500	0.5
67	Spectrogram 1	1	6313.3	6315.3	50.0	350.0	2009/03/31	1	0.7573885917663574	2009-03-31 01:45:13.300	0.5
68	Spectrogram 1	1	6369.7	6371.7	50.0	350.0	2009/03/31	1	0.6208431720733643	2009-03-31 01:46:09.700	0.5
69	Spectrogram 1	1	6371.8	6373.8	50.0	350.0	2009/03/31	1	0.7792198061943054	2009-03-31 01:46:11.800	0.5
70	Spectrogram 1	1	6403.9	6405.9	50.0	350.0	2009/03/31	1	0.5209903120994568	2009-03-31 01:46:43.900	0.5
71	Spectrogram 1	1	6432.8	6434.8	50.0	350.0	2009/03/31	1	0.6549935340881348	2009-03-31 01:47:12.800	0.5
