Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
1	Spectrogram 1	1	2.9	4.9	50.0	350.0	2009/03/29	0	0.7597628831863403	2009-03-29 00:00:02.900	0.5
2	Spectrogram 1	1	26.0	28.0	50.0	350.0	2009/03/29	0	0.8396129012107849	2009-03-29 00:00:26.000	0.5
3	Spectrogram 1	1	31.7	33.7	50.0	350.0	2009/03/29	0	0.9012284278869629	2009-03-29 00:00:31.700	0.5
4	Spectrogram 1	1	53.4	55.4	50.0	350.0	2009/03/29	0	0.9699916243553162	2009-03-29 00:00:53.400	0.5
5	Spectrogram 1	1	63.4	65.4	50.0	350.0	2009/03/29	0	0.8278019428253174	2009-03-29 00:01:03.400	0.5
6	Spectrogram 1	1	76.9	78.9	50.0	350.0	2009/03/29	0	0.9285999536514282	2009-03-29 00:01:16.900	0.5
7	Spectrogram 1	1	80.9	82.9	50.0	350.0	2009/03/29	0	0.5576737523078918	2009-03-29 00:01:20.900	0.5
8	Spectrogram 1	1	97.4	99.4	50.0	350.0	2009/03/29	0	0.653829038143158	2009-03-29 00:01:37.400	0.5
9	Spectrogram 1	1	109.6	111.6	50.0	350.0	2009/03/29	0	0.9799423217773438	2009-03-29 00:01:49.600	0.5
10	Spectrogram 1	1	235.6	237.6	50.0	350.0	2009/03/29	0	0.5183463096618652	2009-03-29 00:03:55.600	0.5
11	Spectrogram 1	1	237.7	239.7	50.0	350.0	2009/03/29	0	0.6746835708618164	2009-03-29 00:03:57.700	0.5
12	Spectrogram 1	1	252.9	254.9	50.0	350.0	2009/03/29	0	0.5991939902305603	2009-03-29 00:04:12.900	0.5
13	Spectrogram 1	1	283.1	285.1	50.0	350.0	2009/03/29	0	0.5983943343162537	2009-03-29 00:04:43.100	0.5
14	Spectrogram 1	1	290.5	292.5	50.0	350.0	2009/03/29	0	0.8780871629714966	2009-03-29 00:04:50.500	0.5
15	Spectrogram 1	1	351.8	353.8	50.0	350.0	2009/03/29	0	0.5662431716918945	2009-03-29 00:05:51.800	0.5
16	Spectrogram 1	1	355.6	357.6	50.0	350.0	2009/03/29	0	0.8306375741958618	2009-03-29 00:05:55.600	0.5
17	Spectrogram 1	1	362.4	364.4	50.0	350.0	2009/03/29	0	0.9116325974464417	2009-03-29 00:06:02.400	0.5
18	Spectrogram 1	1	366.3	368.3	50.0	350.0	2009/03/29	0	0.9031985998153687	2009-03-29 00:06:06.300	0.5
19	Spectrogram 1	1	372.3	374.3	50.0	350.0	2009/03/29	0	0.7085406184196472	2009-03-29 00:06:12.300	0.5
20	Spectrogram 1	1	379.3	381.3	50.0	350.0	2009/03/29	0	0.9944767355918884	2009-03-29 00:06:19.300	0.5
21	Spectrogram 1	1	383.5	385.5	50.0	350.0	2009/03/29	0	0.8275401592254639	2009-03-29 00:06:23.500	0.5
22	Spectrogram 1	1	387.4	389.4	50.0	350.0	2009/03/29	0	0.9094005227088928	2009-03-29 00:06:27.400	0.5
23	Spectrogram 1	1	391.3	393.3	50.0	350.0	2009/03/29	0	0.98777174949646	2009-03-29 00:06:31.300	0.5
24	Spectrogram 1	1	400.3	402.3	50.0	350.0	2009/03/29	0	0.7772641777992249	2009-03-29 00:06:40.300	0.5
25	Spectrogram 1	1	409.1	411.1	50.0	350.0	2009/03/29	0	0.9636043906211853	2009-03-29 00:06:49.100	0.5
26	Spectrogram 1	1	413.6	415.6	50.0	350.0	2009/03/29	0	0.7521759867668152	2009-03-29 00:06:53.600	0.5
27	Spectrogram 1	1	416.2	418.2	50.0	350.0	2009/03/29	0	0.7804474234580994	2009-03-29 00:06:56.200	0.5
28	Spectrogram 1	1	419.5	421.5	50.0	350.0	2009/03/29	0	0.9528877139091492	2009-03-29 00:06:59.500	0.5
29	Spectrogram 1	1	424.1	426.1	50.0	350.0	2009/03/29	0	0.9741240739822388	2009-03-29 00:07:04.100	0.5
30	Spectrogram 1	1	513.0	515.0	50.0	350.0	2009/03/29	0	0.7819984555244446	2009-03-29 00:08:33.000	0.5
31	Spectrogram 1	1	574.0	576.0	50.0	350.0	2009/03/29	0	0.6284142136573792	2009-03-29 00:09:34.000	0.5
32	Spectrogram 1	1	636.2	638.2	50.0	350.0	2009/03/29	0	0.8885048627853394	2009-03-29 00:10:36.200	0.5
33	Spectrogram 1	1	638.5	640.5	50.0	350.0	2009/03/29	0	0.8771144151687622	2009-03-29 00:10:38.500	0.5
34	Spectrogram 1	1	654.9	656.9	50.0	350.0	2009/03/29	0	0.9028803706169128	2009-03-29 00:10:54.900	0.5
35	Spectrogram 1	1	657.0	659.0	50.0	350.0	2009/03/29	0	0.9228529930114746	2009-03-29 00:10:57.000	0.5
36	Spectrogram 1	1	662.8	664.8	50.0	350.0	2009/03/29	0	0.9902043342590332	2009-03-29 00:11:02.800	0.5
37	Spectrogram 1	1	671.5	673.5	50.0	350.0	2009/03/29	0	0.9770787358283997	2009-03-29 00:11:11.500	0.5
38	Spectrogram 1	1	682.7	684.7	50.0	350.0	2009/03/29	0	0.9815780520439148	2009-03-29 00:11:22.700	0.5
39	Spectrogram 1	1	708.5	710.5	50.0	350.0	2009/03/29	0	0.9426983594894409	2009-03-29 00:11:48.500	0.5
40	Spectrogram 1	1	735.2	737.2	50.0	350.0	2009/03/29	0	0.5623515248298645	2009-03-29 00:12:15.200	0.5
41	Spectrogram 1	1	756.8	758.8	50.0	350.0	2009/03/29	0	0.7160953283309937	2009-03-29 00:12:36.800	0.5
42	Spectrogram 1	1	760.9	762.9	50.0	350.0	2009/03/29	0	0.614831805229187	2009-03-29 00:12:40.900	0.5
43	Spectrogram 1	1	766.3	768.3	50.0	350.0	2009/03/29	0	0.9218538403511047	2009-03-29 00:12:46.300	0.5
44	Spectrogram 1	1	784.5	786.5	50.0	350.0	2009/03/29	0	0.8350449800491333	2009-03-29 00:13:04.500	0.5
45	Spectrogram 1	1	797.8	799.8	50.0	350.0	2009/03/29	0	0.8218865394592285	2009-03-29 00:13:17.800	0.5
46	Spectrogram 1	1	811.5	813.5	50.0	350.0	2009/03/29	0	0.8275557160377502	2009-03-29 00:13:31.500	0.5
47	Spectrogram 1	1	823.8	825.8	50.0	350.0	2009/03/29	0	0.6634947657585144	2009-03-29 00:13:43.800	0.5
48	Spectrogram 1	1	832.8	834.8	50.0	350.0	2009/03/29	0	0.5568525791168213	2009-03-29 00:13:52.800	0.5
49	Spectrogram 1	1	836.1	838.1	50.0	350.0	2009/03/29	0	0.5521491765975952	2009-03-29 00:13:56.100	0.5
50	Spectrogram 1	1	856.1	858.1	50.0	350.0	2009/03/29	0	0.998009979724884	2009-03-29 00:14:16.100	0.5
51	Spectrogram 1	1	876.2	878.2	50.0	350.0	2009/03/29	0	0.8516600728034973	2009-03-29 00:14:36.200	0.5
52	Spectrogram 1	1	904.4	906.4	50.0	350.0	2009/03/29	0	0.6482359766960144	2009-03-29 00:15:04.400	0.5
53	Spectrogram 1	1	927.2	929.2	50.0	350.0	2009/03/29	0	0.9558769464492798	2009-03-29 00:15:27.200	0.5
54	Spectrogram 1	1	933.4	935.4	50.0	350.0	2009/03/29	0	0.994835376739502	2009-03-29 00:15:33.400	0.5
55	Spectrogram 1	1	957.3	959.3	50.0	350.0	2009/03/29	0	0.5037950873374939	2009-03-29 00:15:57.300	0.5
56	Spectrogram 1	1	966.2	968.2	50.0	350.0	2009/03/29	0	0.896888792514801	2009-03-29 00:16:06.200	0.5
57	Spectrogram 1	1	978.3	980.3	50.0	350.0	2009/03/29	0	0.6707655787467957	2009-03-29 00:16:18.300	0.5
58	Spectrogram 1	1	991.4	993.4	50.0	350.0	2009/03/29	0	0.9068668484687805	2009-03-29 00:16:31.400	0.5
59	Spectrogram 1	1	1018.3	1020.3	50.0	350.0	2009/03/29	0	0.9657815098762512	2009-03-29 00:16:58.300	0.5
60	Spectrogram 1	1	1047.8	1049.8	50.0	350.0	2009/03/29	0	0.6953397393226624	2009-03-29 00:17:27.800	0.5
61	Spectrogram 1	1	1056.4	1058.4	50.0	350.0	2009/03/29	0	0.980192244052887	2009-03-29 00:17:36.400	0.5
62	Spectrogram 1	1	1061.2	1063.2	50.0	350.0	2009/03/29	0	0.9296983480453491	2009-03-29 00:17:41.200	0.5
63	Spectrogram 1	1	1077.8	1079.8	50.0	350.0	2009/03/29	0	0.5039108395576477	2009-03-29 00:17:57.800	0.5
64	Spectrogram 1	1	1080.7	1082.7	50.0	350.0	2009/03/29	0	0.955048143863678	2009-03-29 00:18:00.700	0.5
65	Spectrogram 1	1	1118.2	1120.2	50.0	350.0	2009/03/29	0	0.9764458537101746	2009-03-29 00:18:38.200	0.5
66	Spectrogram 1	1	1148.0	1150.0	50.0	350.0	2009/03/29	0	0.8251869678497314	2009-03-29 00:19:08.000	0.5
67	Spectrogram 1	1	1165.0	1167.0	50.0	350.0	2009/03/29	0	0.8893605470657349	2009-03-29 00:19:25.000	0.5
68	Spectrogram 1	1	1184.3	1186.3	50.0	350.0	2009/03/29	0	0.6290873289108276	2009-03-29 00:19:44.300	0.5
69	Spectrogram 1	1	1234.0	1236.0	50.0	350.0	2009/03/29	0	0.7132174372673035	2009-03-29 00:20:34.000	0.5
70	Spectrogram 1	1	1238.3	1240.3	50.0	350.0	2009/03/29	0	0.6443509459495544	2009-03-29 00:20:38.300	0.5
71	Spectrogram 1	1	1240.4	1242.4	50.0	350.0	2009/03/29	0	0.9796726703643799	2009-03-29 00:20:40.400	0.5
72	Spectrogram 1	1	1280.2	1282.2	50.0	350.0	2009/03/29	0	0.9649250507354736	2009-03-29 00:21:20.200	0.5
73	Spectrogram 1	1	1301.8	1303.8	50.0	350.0	2009/03/29	0	0.8601612448692322	2009-03-29 00:21:41.800	0.5
74	Spectrogram 1	1	1322.0	1324.0	50.0	350.0	2009/03/29	0	0.6373655796051025	2009-03-29 00:22:02.000	0.5
75	Spectrogram 1	1	1338.3	1340.3	50.0	350.0	2009/03/29	0	0.871364176273346	2009-03-29 00:22:18.300	0.5
76	Spectrogram 1	1	1360.6	1362.6	50.0	350.0	2009/03/29	0	0.6068848967552185	2009-03-29 00:22:40.600	0.5
77	Spectrogram 1	1	1364.6	1366.6	50.0	350.0	2009/03/29	0	0.799774706363678	2009-03-29 00:22:44.600	0.5
78	Spectrogram 1	1	1398.2	1400.2	50.0	350.0	2009/03/29	0	0.6298314929008484	2009-03-29 00:23:18.200	0.5
79	Spectrogram 1	1	1416.9	1418.9	50.0	350.0	2009/03/29	0	0.9566125273704529	2009-03-29 00:23:36.900	0.5
80	Spectrogram 1	1	1424.7	1426.7	50.0	350.0	2009/03/29	0	0.6459815502166748	2009-03-29 00:23:44.700	0.5
81	Spectrogram 1	1	1488.5	1490.5	50.0	350.0	2009/03/29	0	0.9728562831878662	2009-03-29 00:24:48.500	0.5
82	Spectrogram 1	1	1498.7	1500.7	50.0	350.0	2009/03/29	0	0.571203351020813	2009-03-29 00:24:58.700	0.5
83	Spectrogram 1	1	1544.7	1546.7	50.0	350.0	2009/03/29	0	0.6460013389587402	2009-03-29 00:25:44.700	0.5
84	Spectrogram 1	1	1557.4	1559.4	50.0	350.0	2009/03/29	0	0.5908992886543274	2009-03-29 00:25:57.400	0.5
85	Spectrogram 1	1	1574.8	1576.8	50.0	350.0	2009/03/29	0	0.8896538019180298	2009-03-29 00:26:14.800	0.5
86	Spectrogram 1	1	1645.5	1647.5	50.0	350.0	2009/03/29	0	0.5451635122299194	2009-03-29 00:27:25.500	0.5
87	Spectrogram 1	1	1724.9	1726.9	50.0	350.0	2009/03/29	0	0.5819119215011597	2009-03-29 00:28:44.900	0.5
88	Spectrogram 1	1	1741.9	1743.9	50.0	350.0	2009/03/29	0	0.6204172968864441	2009-03-29 00:29:01.900	0.5
89	Spectrogram 1	1	1748.2	1750.2	50.0	350.0	2009/03/29	0	0.9279662370681763	2009-03-29 00:29:08.200	0.5
